dbkey,tmaxZeroZone,hastargetcl,caplettersworddif,urlsim,sWordRatio,onlycaplettersdif,category,hastargettag,nwordstarget,nersimilarity,hastargetnumber,same,langdif,sPositiveZoneRatio,hassourcenumber,numbersim,hastargetemail,hastargetnameentity,hassourceemail,hastargetpunctuation,cgscore,tagsim,hassourcenameentity,emailsim,tmaxOneZone,sNegativeZoneRatio,hastargeturl,hassourcecl,tWordRatio,smaxZeroZone,hassourcetag,hassourcepunctuation,punctsim,nwordssource,smaxOneZone,tPositiveZoneRatio,tNegativeZoneRatio,hassourceurl
1001-1001,0.02,1.0,0.5,1.0,0.9,0.0,1,0.0,315,0.218217890236,1.0,0.0,0.0,0.56,1.0,1.0,0.0,1.0,0.0,0.0,0.24,1.0,1.0,1.0,0.43,0.44,0.0,1.0,0.94,0.04,0.0,0.0,1.0,305,0.3,0.57,0.43,0.0
1002-1002,0.0,1.0,0.0,1.0,0.9,0.0,0,0.0,38,0.666666666667,1.0,0.0,0.0,0.67,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.33,0.0,1.0,1.0,0.1,0.0,0.0,1.0,47,0.7,1.0,0.0,0.0
1003-1003,0.07,1.0,0.0,1.0,1.0,0.0,1,0.0,93,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.09,1.0,1.0,1.0,0.57,0.0,0.0,1.0,0.93,0.0,0.0,0.0,1.0,91,1.0,0.67,0.33,0.0
1004-1004,0.04,1.0,0.0,1.0,1.0,0.0,1,0.0,131,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.37,1.0,1.0,1.0,0.56,0.0,0.0,1.0,0.96,0.0,0.0,0.0,1.0,121,1.0,0.67,0.33,0.0
1005-1005,0.07,1.0,0.0,1.0,0.92,0.0,1,0.0,95,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,1.29,1.0,1.0,1.0,0.6,0.33,0.0,1.0,0.93,0.08,0.0,0.0,1.0,64,0.83,0.67,0.33,0.0
1006-1006,0.1,1.0,0.0,1.0,1.0,0.0,1,0.0,167,0.8,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16,1.0,1.0,1.0,0.9,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.99,160,1.0,0.5,0.5,0.0
1007-1007,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,32,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,32,1.0,1.0,0.0,0.0
1008-1008,0.2,0.0,0.5,1.0,1.0,0.0,0,0.0,36,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6,0.0,0.0,1.0,0.8,0.0,0.0,0.0,1.0,39,1.0,0.67,0.33,0.0
1009-1009,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,67,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.53,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,55,1.0,1.0,0.0,0.0
1010-1010,0.04,1.0,0.0,1.0,0.92,0.0,1,0.0,155,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.49,1.0,1.0,1.0,0.91,0.5,0.0,1.0,0.96,0.04,0.0,0.0,0.0,171,0.48,0.67,0.33,0.0
1011-1011,0.04,1.0,0.0,1.0,0.92,0.0,1,0.0,170,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.03,1.0,1.0,1.0,0.7,0.4,0.0,1.0,0.96,0.04,0.0,0.0,1.0,171,0.48,0.67,0.33,0.0
1012-1012,0.05,1.0,0.0,1.0,0.88,0.0,1,0.0,123,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,1.43,1.0,1.0,1.0,0.63,0.4,0.0,1.0,0.95,0.08,0.0,0.0,1.0,171,0.44,0.67,0.33,0.0
1013-1013,0.11,1.0,0.0,1.0,0.94,0.0,1,0.0,115,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.39,1.0,1.0,1.0,0.26,0.33,0.0,1.0,0.74,0.06,0.0,0.0,0.45,104,0.56,0.56,0.44,0.0
1014-1014,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,45,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.12,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,48,1.0,1.0,0.0,0.0
1015-1015,0.0,1.0,0.5,1.0,1.0,0.0,1,0.0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.18,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21,1.0,1.0,0.0,0.0
1016-1016,0.11,1.0,0.0,1.0,1.0,0.0,1,0.0,124,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.38,1.0,1.0,1.0,0.84,0.0,0.0,1.0,0.89,0.0,0.0,0.0,1.0,111,1.0,0.67,0.33,0.0
1017-1017,0.08,1.0,0.0,1.0,1.0,0.0,1,0.0,64,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.38,1.0,1.0,1.0,0.83,0.0,0.0,1.0,0.92,0.0,0.0,0.0,1.0,56,1.0,0.67,0.33,0.0
1018-1018,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.07,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,34,1.0,1.0,0.0,0.0
1019-1019,0.04,1.0,0.125,1.0,0.92,0.0,1,0.0,287,0.0,1.0,0.0,0.0,0.57,1.0,1.0,0.0,1.0,0.0,0.0,0.93,1.0,1.0,1.0,0.25,0.43,0.0,1.0,0.85,0.04,0.0,0.0,0.98,248,0.64,0.53,0.47,0.0
1020-1020,0.04,1.0,0.0,1.0,0.73,0.0,1,0.0,126,1.0,1.0,0.0,0.0,0.56,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.48,0.44,0.0,1.0,0.91,0.17,0.0,0.0,0.58,131,0.3,0.6,0.4,0.0
1021-1021,0.0,1.0,0.0555555555556,1.0,1.0,0.0,1,0.0,64,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.27,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,58,1.0,1.0,0.0,0.0
1022-1022,0.2,1.0,0.25,1.0,1.0,0.0,1,0.0,27,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.53,1.0,1.0,1.0,0.4,0.0,0.0,1.0,0.8,0.0,0.0,0.0,1.0,19,1.0,0.67,0.33,0.0
1023-1023,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.63,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,22,1.0,1.0,0.0,0.0
1024-1024,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,53,0.0,1.0,0.0,0.0,1.0,1.0,0.71,0.0,1.0,0.0,0.0,0.17,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,55,1.0,1.0,0.0,0.0
1025-1025,0.07,1.0,0.210526315789,1.0,0.95,0.0,1,0.0,279,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,1.11,1.0,1.0,1.0,0.29,0.4,0.0,1.0,0.87,0.03,0.0,0.0,1.0,231,0.4,0.56,0.44,0.0
1026-1026,0.0,1.0,0.166666666667,1.0,0.94,0.0,1,0.0,118,0.666666666667,1.0,0.0,0.0,0.67,1.0,1.0,0.0,1.0,0.0,0.0,0.04,1.0,1.0,1.0,1.0,0.33,0.0,1.0,1.0,0.06,0.0,0.0,1.0,116,0.71,1.0,0.0,0.0
1027-1027,0.0,1.0,0.0625,1.0,1.0,0.0625,1,0.0,55,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.77,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,41,1.0,1.0,0.0,0.0
1028-1028,0.18,0.0,0.75,1.0,1.0,0.0,0,0.0,146,0.0,1.0,0.0,0.0,1.0,1.0,0.87,0.0,0.0,0.0,0.0,3.03,1.0,1.0,1.0,0.14,0.0,0.0,1.0,0.54,0.0,0.0,0.0,1.0,59,1.0,0.53,0.47,0.0
1029-1029,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,29,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.15,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,28,1.0,1.0,0.0,0.0
1030-1030,0.02,1.0,0.0,1.0,0.96,0.0,1,0.0,306,0.8,1.0,0.0,0.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,0.9,1.0,1.0,1.0,0.41,0.4,0.0,1.0,0.91,0.02,0.0,0.0,1.0,267,0.47,0.55,0.45,0.0
1031-1031,0.11,1.0,0.0,1.0,0.95,0.0,1,0.0,111,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.49,1.0,1.0,1.0,0.5,0.33,0.0,1.0,0.89,0.05,0.0,0.0,1.0,100,0.58,0.67,0.33,0.0
1032-1032,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,67,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.26,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,61,1.0,1.0,0.0,0.0
1033-1033,0.14,1.0,0.0,1.0,1.0,0.0,1,0.0,37,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.34,1.0,1.0,1.0,0.57,0.0,0.0,1.0,0.86,0.0,0.0,0.0,1.0,17,1.0,0.67,0.33,0.0
1034-1034,0.0,1.0,0.0,1.0,0.89,0.0,1,0.0,70,0.5,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.84,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.06,0.0,0.0,1.0,92,0.39,1.0,0.0,1.0
1035-1035,0.05,1.0,0.0,1.0,1.0,0.0,1,0.0,116,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.36,1.0,1.0,1.0,0.55,0.0,0.0,1.0,0.95,0.0,0.0,0.0,1.0,109,1.0,0.67,0.33,0.0
1036-1036,0.0,1.0,0.0,1.0,0.94,0.0,1,0.0,118,1.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.33,0.0,1.0,1.0,0.06,0.0,0.0,0.71,118,0.61,1.0,0.0,0.0
1037-1037,0.0,1.0,0.625,1.0,0.62,0.666666666667,0,0.0,23,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,1.46,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.23,0.0,0.0,0.58,49,0.31,1.0,0.0,0.0
1038-1038,0.0,1.0,0.4,1.0,0.25,0.666666666667,0,0.0,30,0.0,0.0,0.0,0.0,0.43,0.0,1.0,0.0,1.0,0.0,0.0,3.68,1.0,1.0,1.0,1.0,0.57,0.0,1.0,1.0,0.25,0.0,0.0,0.0,122,0.15,1.0,0.0,0.0
1039-1039,0.0,1.0,0.0,1.0,0.88,0.0,1,0.0,39,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.13,1.0,1.0,1.0,1.0,0.33,0.0,1.0,1.0,0.13,0.0,0.0,1.0,42,0.75,1.0,0.0,0.0
1040-1040,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,39,1.0,1.0,0.0,0.0
1041-1041,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,29,1.0,1.0,0.0,0.0
1042-1042,0.18,1.0,0.0,1.0,0.89,0.0,1,0.0,61,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.68,1.0,1.0,1.0,0.73,0.5,0.0,1.0,0.82,0.11,0.0,0.0,0.0,47,0.89,0.67,0.33,0.0
1043-1043,0.03,1.0,0.0,1.0,0.92,0.0,1,0.0,264,0.0,0.0,0.0,0.0,0.56,0.0,1.0,0.0,1.0,0.0,0.0,0.88,1.0,1.0,1.0,0.13,0.44,0.0,1.0,0.76,0.02,0.0,0.0,1.0,219,0.52,0.52,0.48,0.0
1044-1044,0.2,0.0,0.0,1.0,0.6,0.0,0,0.0,32,1.0,0.0,0.0,1.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,0.4,0.0,0.0,0.6,0.2,0.0,0.0,1.0,32,0.2,0.6,0.4,0.0
1045-1045,0.0,1.0,0.0,1.0,0.93,0.0,1,0.0,70,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.78,1.0,1.0,1.0,1.0,0.33,0.0,1.0,1.0,0.07,0.0,0.0,1.0,91,0.47,1.0,0.0,0.0
1046-1046,0.07,1.0,0.0,1.0,1.0,0.0,1,0.0,99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.8,0.0,0.0,1.0,0.93,0.0,0.0,0.0,1.0,82,1.0,0.67,0.33,0.0
1047-1047,0.17,1.0,0.0,1.0,1.0,0.0,1,0.0,103,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.65,1.0,1.0,1.0,0.44,0.0,0.0,1.0,0.72,0.0,0.0,0.0,1.0,82,1.0,0.57,0.43,0.0
1048-1048,0.03,1.0,0.0,1.0,0.94,0.0,1,0.0,193,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.24,1.0,1.0,1.0,0.55,0.4,0.0,1.0,0.94,0.03,0.0,0.0,1.0,186,0.53,0.6,0.4,0.0
1049-1049,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,42,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,23,1.0,1.0,0.0,0.0
1050-1050,0.0,1.0,0.0,1.0,0.94,0.0,1,0.0,88,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.61,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.06,0.0,0.0,0.0,75,0.94,1.0,0.0,0.0
1051-1051,0.0,1.0,0.0,1.0,0.93,0.0,1,0.0,107,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,1.0,0.33,0.0,1.0,1.0,0.07,0.0,0.0,1.0,96,0.6,1.0,0.0,0.0
1052-1052,0.05,1.0,0.0,1.0,0.72,0.0,1,0.0,141,0.0,1.0,0.0,0.0,0.5,1.0,0.71,0.0,1.0,0.0,0.0,0.31,1.0,1.0,1.0,0.65,0.5,0.0,1.0,0.95,0.2,0.0,0.0,0.71,154,0.48,0.67,0.33,0.0
1053-1053,0.0,1.0,0.0,1.0,0.94,0.0,1,0.0,60,0.0,1.0,0.0,0.0,0.67,1.0,1.0,0.0,1.0,0.0,0.0,0.06,1.0,1.0,1.0,1.0,0.33,0.0,1.0,1.0,0.06,0.0,0.0,1.0,63,0.71,1.0,0.0,0.0
1054-1054,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10,1.0,1.0,0.0,0.0
1055-1055,0.2,1.0,0.571428571429,1.0,1.0,0.0,1,0.0,63,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.66,1.0,1.0,1.0,0.4,0.0,0.0,1.0,0.7,0.0,0.0,0.0,1.0,48,1.0,0.6,0.4,0.0
1056-1056,0.04,1.0,0.0625,1.0,0.91,0.0,1,0.0,295,0.0,0.0,0.0,0.0,0.56,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.44,0.0,1.0,0.91,0.02,0.0,0.0,1.0,257,0.33,0.57,0.43,0.0
1057-1057,0.11,1.0,0.0,1.0,0.94,0.0,1,0.0,90,0.0,1.0,0.0,0.0,0.67,1.0,1.0,0.0,1.0,0.0,0.0,0.41,1.0,1.0,1.0,0.61,0.33,0.0,1.0,0.83,0.06,0.0,0.0,1.0,79,0.5,0.6,0.4,0.0
1058-1058,0.06,1.0,0.05,1.0,0.49,0.166666666667,0,0.0,500,0.111111111111,1.0,0.0,0.0,0.5,1.0,0.15,0.0,1.0,0.0,0.0,3.75,1.0,1.0,1.0,0.11,0.5,0.0,1.0,0.67,0.04,0.0,0.0,1.0,756,0.07,0.49,0.51,0.0
1059-1059,0.05,1.0,0.0,1.0,1.0,0.0,1,0.0,103,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17,1.0,1.0,1.0,0.58,0.0,0.0,1.0,0.95,0.0,0.0,0.0,1.0,97,1.0,0.67,0.33,0.0
1060-1060,0.03,1.0,0.0,1.0,1.0,0.0,1,0.0,231,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.49,0.0,0.0,1.0,0.95,0.0,0.0,0.0,1.0,226,1.0,0.6,0.4,0.0
1061-1061,0.03,1.0,0.0,1.0,0.97,0.0,1,0.0,182,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.21,1.0,1.0,1.0,0.73,0.33,0.0,1.0,0.93,0.03,0.0,0.0,1.0,190,0.84,0.6,0.4,0.0
1062-1062,0.09,1.0,0.0,1.0,0.91,0.0,1,0.0,133,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.75,1.0,1.0,1.0,0.48,0.4,0.0,1.0,0.87,0.05,0.0,0.0,1.0,113,0.5,0.6,0.4,0.0
1063-1063,0.11,1.0,0.0,1.0,1.0,0.0,1,0.0,148,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.25,1.0,1.0,1.0,0.67,0.0,0.0,1.0,0.85,0.0,0.0,0.0,1.0,110,1.0,0.6,0.4,0.0
1064-1064,0.1,1.0,0.4,1.0,0.88,0.0,1,0.0,58,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.63,1.0,1.0,1.0,0.5,0.33,0.0,1.0,0.8,0.13,0.0,0.0,1.0,45,0.63,0.6,0.4,0.0
1065-1065,0.17,0.0,0.0,1.0,0.83,0.0,1,0.0,40,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.13,1.0,0.0,1.0,0.83,0.5,0.0,0.0,0.83,0.17,0.0,0.0,1.0,42,0.83,0.5,0.5,0.0
1066-1066,0.04,1.0,0.0625,1.0,0.95,0.0,1,0.0,291,0.57735026919,1.0,0.0,0.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,0.42,1.0,1.0,1.0,0.22,0.4,0.0,1.0,0.86,0.02,0.0,0.0,1.0,268,0.81,0.54,0.46,0.0
1067-1067,0.13,1.0,0.0,1.0,0.96,0.0,1,0.0,177,0.5,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.26,1.0,1.0,1.0,0.47,0.33,0.0,1.0,0.81,0.04,0.0,0.0,1.0,163,0.68,0.57,0.43,0.0
1068-1068,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,18,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15,1.0,1.0,0.0,0.0
1069-1069,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,96,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.13,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,93,1.0,1.0,0.0,0.0
1070-1070,0.03,1.0,0.05,1.0,0.81,0.0,1,0.0,347,0.0870388279778,0.0,0.0,0.0,0.53,0.0,1.0,0.0,1.0,0.0,0.0,1.41,1.0,1.0,1.0,0.27,0.47,0.0,1.0,0.82,0.05,0.0,0.0,0.99,289,0.25,0.53,0.47,0.0
1071-1071,0.2,0.0,0.0,1.0,0.83,0.0,0,0.0,24,1.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,0.0,0.0,0.0,0.97,1.0,0.0,1.0,0.6,0.33,0.0,0.0,0.8,0.17,0.0,0.0,1.0,38,0.67,0.67,0.33,0.0
1072-1072,0.0,1.0,0.0,1.0,0.94,0.0,1,0.0,109,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.84,1.0,1.0,1.0,1.0,0.33,0.0,1.0,1.0,0.06,0.0,0.0,1.0,90,0.82,1.0,0.0,0.0
1073-1073,0.14,1.0,0.0,1.0,0.75,0.0,0,0.0,29,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.57,1.0,1.0,1.0,0.43,0.4,0.0,1.0,0.86,0.13,0.0,0.0,0.71,39,0.38,0.67,0.33,0.0
1074-1074,0.17,1.0,0.5,1.0,1.0,0.0,0,0.0,35,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.52,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.83,0.0,0.0,0.0,1.0,28,1.0,0.67,0.33,0.0
1075-1075,0.06,1.0,0.25,1.0,0.94,0.0,1,0.0,191,0.0,1.0,0.0,0.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,0.91,1.0,1.0,1.0,0.52,0.4,0.0,1.0,0.91,0.03,0.0,0.0,0.89,165,0.47,0.6,0.4,0.0
1076-1076,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,27,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,27,1.0,1.0,0.0,0.0
1077-1077,0.04,1.0,0.0,1.0,1.0,0.0,1,0.0,188,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.87,1.0,1.0,1.0,0.28,0.0,0.0,1.0,0.84,0.0,0.0,0.0,1.0,159,1.0,0.56,0.44,0.0
1078-1078,0.1,0.0,0.0,1.0,1.0,0.0,0,0.0,48,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,46,1.0,0.67,0.33,0.0
1079-1079,0.25,1.0,0.25,1.0,0.19,0.5,0,0.0,30,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,1.0,0.0,0.0,2.1,1.0,1.0,1.0,0.75,0.6,0.0,1.0,0.75,0.33,0.0,0.0,0.0,80,0.14,0.5,0.5,0.0
1080-1080,0.0,1.0,0.25,1.0,1.0,0.0,1,0.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.94,29,1.0,1.0,0.0,0.0
1081-1081,0.33,1.0,0.0,1.0,0.33,0.0,1,0.0,29,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.39,1.0,1.0,1.0,0.67,0.5,0.0,1.0,0.67,0.67,0.0,0.0,1.0,24,0.33,0.5,0.5,0.0
1082-1082,0.02,1.0,0.05,1.0,0.96,0.0,1,0.0,281,0.0909090909091,1.0,0.0,0.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,0.07,1.0,1.0,1.0,0.39,0.4,0.0,1.0,0.94,0.02,0.0,0.0,0.95,287,0.51,0.57,0.43,0.0
1083-1083,0.1,1.0,0.0,1.0,1.0,0.0,1,0.0,59,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.56,1.0,1.0,1.0,0.7,0.0,0.0,1.0,0.9,0.0,0.0,0.0,1.0,47,1.0,0.67,0.33,0.0
1084-1084,0.0,0.0,0.5,1.0,1.0,0.0,1,0.0,38,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,35,1.0,1.0,0.0,0.0
1085-1085,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,28,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,25,1.0,1.0,0.0,0.0
1086-1086,0.0,1.0,0.25,1.0,1.0,0.0,1,0.0,19,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,19,1.0,1.0,0.0,0.0
1087-1087,0.0,1.0,0.0,1.0,0.92,0.0,1,0.0,80,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,1.0,0.33,0.0,1.0,1.0,0.08,0.0,0.0,1.0,73,0.46,1.0,0.0,0.0
1088-1088,0.0,1.0,0.5,1.0,1.0,0.0,1,0.0,78,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.05,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,77,1.0,1.0,0.0,0.0
1089-1089,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,109,0.632455532034,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.58,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,95,1.0,1.0,0.0,0.0
